description_text,link
What Were The Rules That Were Broken In Pune Porsche Car Crash? What Is The Punishment For Drink-Driving?,news.google.com/articles/CBMikAFodHRwczovL3d3dy5uZXdzMTguY29tL2V4cGxhaW5lcnMvd2h5LXRlZW4taW4tcHVuZS1wb3JzY2hlLWNhci1jcmFzaC10aGF0LWtpbGxlZC0yLXdhcy1sZXQtb2ZmLXdoYXQtYXJlLWRyaW5rLWRyaXZpbmctbGF3cy1pbi1pbmRpYS04ODk4OTA3Lmh0bWzSAZQBaHR0cHM6Ly93d3cubmV3czE4LmNvbS9hbXAvZXhwbGFpbmVycy93aHktdGVlbi1pbi1wdW5lLXBvcnNjaGUtY2FyLWNyYXNoLXRoYXQta2lsbGVkLTItd2FzLWxldC1vZmYtd2hhdC1hcmUtZHJpbmstZHJpdmluZy1sYXdzLWluLWluZGlhLTg4OTg5MDcuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Pune Porsche crash: I was drunk so…, What teen revealed during police interrogations | Today News",news.google.com/articles/CBMiiQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9wdW5lLXBvcnNjaGUtY3Jhc2gtaS13YXMtZHJ1bmstc28td2hhdC10ZWVuLXJldmVhbGVkLWR1cmluZy1wb2xpY2UtaW50ZXJyb2dhdGlvbnMtMTE3MTcyOTI4NDMwNTEuaHRtbNIBjQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9wdW5lLXBvcnNjaGUtY3Jhc2gtaS13YXMtZHJ1bmstc28td2hhdC10ZWVuLXJldmVhbGVkLWR1cmluZy1wb2xpY2UtaW50ZXJyb2dhdGlvbnMvYW1wLTExNzE3MjkyODQzMDUxLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Every seventh road accident in India is a hit-and-run – but truckers believe new law is too harsh,news.google.com/articles/CBMigQFodHRwczovL3Njcm9sbC5pbi9hcnRpY2xlLzEwNjIzMTIvZXZlcnktc2V2ZW50aC1yb2FkLWFjY2lkZW50LWluLWluZGlhLWlzLWEtaGl0LWFuZC1ydW4tYnV0LXRydWNrZXJzLWJlbGlldmUtbmV3LWxhdy1pcy10b28taGFyc2jSAYUBaHR0cHM6Ly9hbXAuc2Nyb2xsLmluL2FydGljbGUvMTA2MjMxMi9ldmVyeS1zZXZlbnRoLXJvYWQtYWNjaWRlbnQtaW4taW5kaWEtaXMtYS1oaXQtYW5kLXJ1bi1idXQtdHJ1Y2tlcnMtYmVsaWV2ZS1uZXctbGF3LWlzLXRvby1oYXJzaA?hl=en-IN&gl=IN&ceid=IN%3Aen
"India plans nationwide cashless treatment rollout for road accident victims, ₹1.5 lakh cap per person | Mint",news.google.com/articles/CBMioAFodHRwczovL3d3dy5saXZlbWludC5jb20vcG9saXRpY3MvcG9saWN5L2luZGlhLXBsYW5zLW5hdGlvbndpZGUtY2FzaGxlc3MtdHJlYXRtZW50LXJvbGxvdXQtZm9yLXJvYWQtYWNjaWRlbnQtdmljdGltcy0xLTUtbGFraC1jYXAtcGVyLXBlcnNvbi0xMTcxNDczMzYyMTI3Ny5odG1s0gGkAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9wb2xpdGljcy9wb2xpY3kvaW5kaWEtcGxhbnMtbmF0aW9ud2lkZS1jYXNobGVzcy10cmVhdG1lbnQtcm9sbG91dC1mb3Itcm9hZC1hY2NpZGVudC12aWN0aW1zLTEtNS1sYWtoLWNhcC1wZXItcGVyc29uL2FtcC0xMTcxNDczMzYyMTI3Ny5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
"2 dead in Gujarat crash, were speeding at 180 kmph, accident on Instagram Live",news.google.com/articles/CBMihQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2luZGlhL3N0b3J5L2d1amFyYXQtY2FyLWFjY2lkZW50LWNhdWdodC1vbi1jYW1lcmEtdmljdGltcy1saXZlLXN0cmVhbWVkLWNhci1jcmFzaC0yLWRlYWQtMjUzOTc0Mi0yMDI0LTA1LTE20gGJAWh0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vYW1wL2luZGlhL3N0b3J5L2d1amFyYXQtY2FyLWFjY2lkZW50LWNhdWdodC1vbi1jYW1lcmEtdmljdGltcy1saXZlLXN0cmVhbWVkLWNhci1jcmFzaC0yLWRlYWQtMjUzOTc0Mi0yMDI0LTA1LTE2?hl=en-IN&gl=IN&ceid=IN%3Aen
"Indian Couple, Their Grandchild Killed In Multi-Vehicle Accident In Canada",news.google.com/articles/CBMidWh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhbnMtYWJyb2FkL2luZGlhbi1jb3VwbGUtdGhlaXItZ3JhbmRjaGlsZC1raWxsZWQtaW4tbXVsdGktdmVoaWNsZS1hY2NpZGVudC1pbi1jYW5hZGEtNTU4NDYwNdIBe2h0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhbnMtYWJyb2FkL2luZGlhbi1jb3VwbGUtdGhlaXItZ3JhbmRjaGlsZC1raWxsZWQtaW4tbXVsdGktdmVoaWNsZS1hY2NpZGVudC1pbi1jYW5hZGEtNTU4NDYwNS9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune crash: Juvenile Justice Board extends remand of minor till June 12,news.google.com/articles/CBMihwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9wdW5lLWNyYXNoLWp1dmVuaWxlLWp1c3RpY2UtYm9hcmQtZXh0ZW5kcy1yZW1hbmQtb2YtbWlub3ItdGlsbC1qdW5lLTEyLTEyNDA2MDYwMDE4M18xLmh0bWzSAYsBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9pbmRpYS1uZXdzL3B1bmUtY3Jhc2gtanV2ZW5pbGUtanVzdGljZS1ib2FyZC1leHRlbmRzLXJlbWFuZC1vZi1taW5vci10aWxsLWp1bmUtMTItMTI0MDYwNjAwMTgzXzEuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Hit by car, student thrown off flyover in Gurgaon, dies",news.google.com/articles/CBMibWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9jaXRpZXMvZGVsaGkvaGl0LWJ5LWNhci1zdHVkZW50LXRocm93bi1vZmYtZmx5b3Zlci1pbi1ndXJnYW9uLWRpZXMtOTM3OTAwMi_SAXJodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvY2l0aWVzL2RlbGhpL2hpdC1ieS1jYXItc3R1ZGVudC10aHJvd24tb2ZmLWZseW92ZXItaW4tZ3VyZ2Fvbi1kaWVzLTkzNzkwMDIvbGl0ZS8?hl=en-IN&gl=IN&ceid=IN%3Aen
India Porsche deaths: Outrage at bail granted to underage 'drunk driver' in Pune,news.google.com/articles/CBMiS2h0dHBzOi8vd3d3LnRoZW5hdGlvbmFsbmV3cy5jb20vbmV3cy9hc2lhLzIwMjQvMDUvMjEvcHVuZS1wb3JzY2hlLWFjY2lkZW50L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
"India Saw Over 1.6 Lakh Road Accident Deaths, Minister Reveals Causes",news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvaW5kaWEtc2F3LW92ZXItMS02LWxha2gtcm9hZC1hY2NpZGVudC1kZWF0aHMtbWluaXN0ZXItcmV2ZWFscy1jYXVzZXMtNDY0NTE1N9IBcmh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvaW5kaWEtc2F3LW92ZXItMS02LWxha2gtcm9hZC1hY2NpZGVudC1kZWF0aHMtbWluaXN0ZXItcmV2ZWFscy1jYXVzZXMtNDY0NTE1Ny9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
"Chhattisgarh Road Accident: At least 9 dead, 23 injured as car rams parked vehicle in Bemetara",news.google.com/articles/CBMimwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS9jaGhhdHRpc2dhcmgtcm9hZC1hY2NpZGVudC1hdC1sZWFzdC05LWRlYWQtMjMtaW5qdXJlZC1hcy1jYXItcmFtcy1wYXJrZWQtdmVoaWNsZS1pbi1iZW1ldGFyYS92aWRlb3Nob3cvMTA5NjgwMDMxLmNtc9IBnwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS9jaGhhdHRpc2dhcmgtcm9hZC1hY2NpZGVudC1hdC1sZWFzdC05LWRlYWQtMjMtaW5qdXJlZC1hcy1jYXItcmFtcy1wYXJrZWQtdmVoaWNsZS1pbi1iZW1ldGFyYS9hbXBfdmlkZW9zaG93LzEwOTY4MDAzMS5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen
Road accident deaths see 4% rise in Odisha in 2023: Police,news.google.com/articles/CBMihwFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2JodWJhbmVzd2FyL3JvYWQtYWNjaWRlbnQtZGVhdGhzLXNlZS00LXJpc2UtaW4tb2Rpc2hhLWluLTIwMjMtcG9saWNlL2FydGljbGVzaG93LzEwODQ0MDIwMS5jbXPSAYsBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vY2l0eS9iaHViYW5lc3dhci9yb2FkLWFjY2lkZW50LWRlYXRocy1zZWUtNC1yaXNlLWluLW9kaXNoYS1pbi0yMDIzLXBvbGljZS9hbXBfYXJ0aWNsZXNob3cvMTA4NDQwMjAxLmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
Govt planning free cashless treatment for road accident victims across the country,news.google.com/articles/CBMikwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS9nb3Z0LXBsYW5uaW5nLWZyZWUtY2FzaGxlc3MtdHJlYXRtZW50LWZvci1yb2FkLWFjY2lkZW50LXZpY3RpbXMtYWNyb3NzLXRoZS1jb3VudHJ5L2FydGljbGVzaG93LzEwNTc0OTM4OS5jbXPSAZcBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL25ld3MvaW5kaWEvZ292dC1wbGFubmluZy1mcmVlLWNhc2hsZXNzLXRyZWF0bWVudC1mb3Itcm9hZC1hY2NpZGVudC12aWN0aW1zLWFjcm9zcy10aGUtY291bnRyeS9hbXBfYXJ0aWNsZXNob3cvMTA1NzQ5Mzg5LmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
Overspeeding SUV goes airborne: Three Indian women killed in fatal road accident in US,news.google.com/articles/CBMipgFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9ucmkvdXMtY2FuYWRhLW5ld3Mvb3ZlcnNwZWVkaW5nLXN1di1nb2VzLWFpcmJvcm5lLXRocmVlLWluZGlhbi13b21lbi1raWxsZWQtaW4tZmF0YWwtcm9hZC1hY2NpZGVudC1pbi11cy9hcnRpY2xlc2hvdy8xMDk2NDM5MDkuY21z0gGqAWh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL25yaS91cy1jYW5hZGEtbmV3cy9vdmVyc3BlZWRpbmctc3V2LWdvZXMtYWlyYm9ybmUtdGhyZWUtaW5kaWFuLXdvbWVuLWtpbGxlZC1pbi1mYXRhbC1yb2FkLWFjY2lkZW50LWluLXVzL2FtcF9hcnRpY2xlc2hvdy8xMDk2NDM5MDkuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
"Road accidents top cause for youth's, kids' death globally; India loses 1.5 million lives every year: FICC",news.google.com/articles/CBMisQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS9yb2FkLWFjY2lkZW50cy10b3AtY2F1c2UtZm9yLXlvdXRocy1raWRzLWRlYXRoLWdsb2JhbGx5LWluZGlhLWxvc2VzLTEtNS1taWxsaW9uLWxpdmVzLWV2ZXJ5LXllYXItZmljY2ktZXktcmVwb3J0L2FydGljbGVzaG93LzEwMTg2NTAxMS5jbXPSAbUBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL25ld3MvaW5kaWEvcm9hZC1hY2NpZGVudHMtdG9wLWNhdXNlLWZvci15b3V0aHMta2lkcy1kZWF0aC1nbG9iYWxseS1pbmRpYS1sb3Nlcy0xLTUtbWlsbGlvbi1saXZlcy1ldmVyeS15ZWFyLWZpY2NpLWV5LXJlcG9ydC9hbXBfYXJ0aWNsZXNob3cvMTAxODY1MDExLmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
"Video: Speeding car plows into 5 bikes in Maharashtra’s Kolhapur, 3 killed",news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vaW5kaWEvc3Rvcnkvc3BlZWRpbmctY2FyLWhpdHMtYmlrZXMtdmVoaWNsZXMtcm9hZC1hY2NpZGVudC1tYWhhcmFzaHRyYS1rb2xoYXB1ci0yNTQ4MTgxLTIwMjQtMDYtMDPSAYABaHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvaW5kaWEvc3Rvcnkvc3BlZWRpbmctY2FyLWhpdHMtYmlrZXMtdmVoaWNsZXMtcm9hZC1hY2NpZGVudC1tYWhhcmFzaHRyYS1rb2xoYXB1ci0yNTQ4MTgxLTIwMjQtMDYtMDM?hl=en-IN&gl=IN&ceid=IN%3Aen
Three Indian-origin students killed in road accident in US,news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vd29ybGQvdGhyZWUtaW5kaWFuLW9yaWdpbi1zdHVkZW50cy1raWxsZWQtaW4tcm9hZC1hY2NpZGVudC1pbi11cy0zMDMzNDk50gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
"High-speed horror: SUV jumps signal, hits another car and flips several times",news.google.com/articles/CBMijAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2h5ZGVyYWJhZC9zcGVlZGluZy1zdXYtanVtcHMtc2lnbmFsLWhpdHMtYW5vdGhlci12ZWhpY2xlLWZsaXBzLW1hbnktdGltZXMvYXJ0aWNsZXNob3cvMTEwNzc4ODYzLmNtc9IBkAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2h5ZGVyYWJhZC9zcGVlZGluZy1zdXYtanVtcHMtc2lnbmFsLWhpdHMtYW5vdGhlci12ZWhpY2xlLWZsaXBzLW1hbnktdGltZXMvYW1wX2FydGljbGVzaG93LzExMDc3ODg2My5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen
Deadly crash in US kills 3 women; victims reportedly from India,news.google.com/articles/CBMib2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS93b3JsZC9kZWFkbHktY3Jhc2gtaW4tdXMta2lsbHMtMy13b21lbi12aWN0aW1zLXJlcG9ydGVkbHktZnJvbS1pbmRpYS05MjkzODcyL9IBdGh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS93b3JsZC9kZWFkbHktY3Jhc2gtaW4tdXMta2lsbHMtMy13b21lbi12aWN0aW1zLXJlcG9ydGVkbHktZnJvbS1pbmRpYS05MjkzODcyL2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen
7 takeaways from GoI’s report on road accidents,news.google.com/articles/CBMiYmh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9leHBsYWluZWQvNy10YWtlYXdheXMtZnJvbS1nb2ktcmVwb3J0LW9uLXJvYWQtYWNjaWRlbnRzLTkwMTA0Mzkv0gFnaHR0cHM6Ly9pbmRpYW5leHByZXNzLmNvbS9hcnRpY2xlL2V4cGxhaW5lZC83LXRha2Vhd2F5cy1mcm9tLWdvaS1yZXBvcnQtb24tcm9hZC1hY2NpZGVudHMtOTAxMDQzOS9saXRlLw?hl=en-IN&gl=IN&ceid=IN%3Aen
"Exclusive: Pune teen must be tried as adult, says top cop amid outrage over bail",news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vaW5kaWEvc3RvcnkvcHVuZS1jcmFzaC1wb3JjaGUtdGVjaGllcy1raWxsZWQtb3V0cmFnZS10b3AtY29wLWV4Y2x1c2l2ZS0yNTQxNTg4LTIwMjQtMDUtMjDSAXdodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2FtcC9pbmRpYS9zdG9yeS9wdW5lLWNyYXNoLXBvcmNoZS10ZWNoaWVzLWtpbGxlZC1vdXRyYWdlLXRvcC1jb3AtZXhjbHVzaXZlLTI1NDE1ODgtMjAyNC0wNS0yMA?hl=en-IN&gl=IN&ceid=IN%3Aen
Record 1.68 lakh road accident deaths in 2022; 1 every 3 minute,news.google.com/articles/CBMiggFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9pbmRpYS9yZWNvcmQtMS02OC1sYWtoLXJvYWQtYWNjaWRlbnQtZGVhdGhzLWluLTIwMjItMS1ldmVyeS0zLW1pbnV0ZS9hcnRpY2xlc2hvdy8xMDQzODQwMTAuY21z0gGGAWh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2luZGlhL3JlY29yZC0xLTY4LWxha2gtcm9hZC1hY2NpZGVudC1kZWF0aHMtaW4tMjAyMi0xLWV2ZXJ5LTMtbWludXRlL2FtcF9hcnRpY2xlc2hvdy8xMDQzODQwMTAuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
"NCRB, transport ministry differ on road deaths data",news.google.com/articles/CBMidmh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2luZGlhL25jcmItdHJhbnNwb3J0LW1pbmlzdHJ5LWRpZmZlci1vbi1yb2FkLWRlYXRocy1kYXRhL2FydGljbGVzaG93LzEwNjA3MTgwMy5jbXPSAXpodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9pbmRpYS9uY3JiLXRyYW5zcG9ydC1taW5pc3RyeS1kaWZmZXItb24tcm9hZC1kZWF0aHMtZGF0YS9hbXBfYXJ0aWNsZXNob3cvMTA2MDcxODAzLmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
Debating India’s new hit-and-run law | Explained,news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL2RlYmF0aW5nLWluZGlhcy1uZXctaGl0LWFuZC1ydW4tbGF3LWV4cGxhaW5lZC9hcnRpY2xlNjc3MjA3NzYuZWNl0gFtaHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvbmF0aW9uYWwvZGViYXRpbmctaW5kaWFzLW5ldy1oaXQtYW5kLXJ1bi1sYXctZXhwbGFpbmVkL2FydGljbGU2NzcyMDc3Ni5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen
Delhi Recorded Highest Number Of Road Accident Deaths In 2022: Report,news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvZGVsaGktcmVjb3JkZWQtaGlnaGVzdC1udW1iZXItb2Ytcm9hZC1hY2NpZGVudC1kZWF0aHMtaW4tMjAyMi1yZXBvcnQtNDYzMzUwOdIBcmh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvZGVsaGktcmVjb3JkZWQtaGlnaGVzdC1udW1iZXItb2Ytcm9hZC1hY2NpZGVudC1kZWF0aHMtaW4tMjAyMi1yZXBvcnQtNDYzMzUwOS9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Porsche Car Crash Case: Pune RTO Submits Report To Police,news.google.com/articles/CBMiYGh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvcG9yc2NoZS1jYXItY3Jhc2gtY2FzZS1wdW5lLXJ0by1zdWJtaXRzLXJlcG9ydC10by1wb2xpY2UtNTgwOTc4ONIBZmh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvcG9yc2NoZS1jYXItY3Jhc2gtY2FzZS1wdW5lLXJ0by1zdWJtaXRzLXJlcG9ydC10by1wb2xpY2UtNTgwOTc4OC9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
"Who were Nivesh Mukka and Goutham Kumar Parsi, Indian students whose lives were claimed in Arizona road accident?",news.google.com/articles/CBMitgFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy91cy1uZXdzL3doby13ZXJlLW5pdmVzaC1tdWtrYS1hbmQtZ291dGhhbS1rdW1hci1wYXJzaS1pbmRpYW4tc3R1ZGVudHMtd2hvc2UtbGl2ZXMtd2VyZS1jbGFpbWVkLWluLWFyaXpvbmEtcm9hZC1hY2NpZGVudC0xMDE3MTM4NDk0ODIzNDguaHRtbNIBugFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy91cy1uZXdzL3doby13ZXJlLW5pdmVzaC1tdWtrYS1hbmQtZ291dGhhbS1rdW1hci1wYXJzaS1pbmRpYW4tc3R1ZGVudHMtd2hvc2UtbGl2ZXMtd2VyZS1jbGFpbWVkLWluLWFyaXpvbmEtcm9hZC1hY2NpZGVudC0xMDE3MTM4NDk0ODIzNDgtYW1wLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Road accidents: A pandemic that needs greater attention,news.google.com/articles/CBMiT2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9vcGluaW9uL2NvbHVtbnMvaW5kaWEtcm9hZC1hY2NpZGVudHMtODk0MDE0My_SAVRodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvb3Bpbmlvbi9jb2x1bW5zL2luZGlhLXJvYWQtYWNjaWRlbnRzLTg5NDAxNDMvbGl0ZS8?hl=en-IN&gl=IN&ceid=IN%3Aen
Cashless medical treatment for road accident victims in 3-4 months: Road Secretary,news.google.com/articles/CBMiowFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9lY29ub215L2luZnJhc3RydWN0dXJlL2Nhc2hsZXNzLW1lZGljYWwtdHJlYXRtZW50LWZvci1yb2FkLWFjY2lkZW50LXZpY3RpbXMtaW4tMy00LW1vbnRocy1yb2FkLXNlY3JldGFyeS9hcnRpY2xlc2hvdy8xMDU3MjU4ODQuY21z0gGnAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9uZXdzL2Vjb25vbXkvaW5mcmFzdHJ1Y3R1cmUvY2FzaGxlc3MtbWVkaWNhbC10cmVhdG1lbnQtZm9yLXJvYWQtYWNjaWRlbnQtdmljdGltcy1pbi0zLTQtbW9udGhzLXJvYWQtc2VjcmV0YXJ5L2FtcF9hcnRpY2xlc2hvdy8xMDU3MjU4ODQuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
"Three killed in road accident in Andhra Pradesh » Yes Punjab - Latest News from Punjab, India & World",news.google.com/articles/CBMiRmh0dHBzOi8veWVzcHVuamFiLmNvbS90aHJlZS1raWxsZWQtaW4tcm9hZC1hY2NpZGVudC1pbi1hbmRocmEtcHJhZGVzaC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Road safety topmost priority, will reduce accident deaths by 50%: Gadkari",news.google.com/articles/CBMihwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9yb2FkLXNhZmV0eS10b3Btb3N0LXByaW9yaXR5LXdpbGwtcmVkdWNlLWFjY2lkZW50LWRlYXRocy1ieS01MC1nYWRrYXJpLTEyNDAxMTYwMDQ1M18xLmh0bWzSAYsBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9pbmRpYS1uZXdzL3JvYWQtc2FmZXR5LXRvcG1vc3QtcHJpb3JpdHktd2lsbC1yZWR1Y2UtYWNjaWRlbnQtZGVhdGhzLWJ5LTUwLWdhZGthcmktMTI0MDExNjAwNDUzXzEuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
"UP sees 6.5% rise in road accidents, 4% in fatalities this yr, says govt data",news.google.com/articles/CBMiY2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9pbmRpYS91cC1yb2FkLWFjY2lkZW50cy11cC02LTUtdGhpcy15ci1mYXRhbGl0aWVzLXJpc2UtNC05MDUxOTIyL9IBaGh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9pbmRpYS91cC1yb2FkLWFjY2lkZW50cy11cC02LTUtdGhpcy15ci1mYXRhbGl0aWVzLXJpc2UtNC05MDUxOTIyL2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen
Fatal accidents in January decline by 15%: Delhi Traffic Police data,news.google.com/articles/CBMigwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9mYXRhbC1hY2NpZGVudHMtaW4tamFudWFyeS1kZWNsaW5lLWJ5LTE1LWRlbGhpLXRyYWZmaWMtcG9saWNlLWRhdGEtMTI0MDIwMzAxMTU2XzEuaHRtbNIBhwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2luZGlhLW5ld3MvZmF0YWwtYWNjaWRlbnRzLWluLWphbnVhcnktZGVjbGluZS1ieS0xNS1kZWxoaS10cmFmZmljLXBvbGljZS1kYXRhLTEyNDAyMDMwMTE1Nl8xLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
"Indian-origin girl, mother killed in US road accident",news.google.com/articles/CBMihgFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL3dvcmxkL3N0b3J5L2luZGlhbi1vcmlnaW4tZ2lybC1kZWFkLWluLXVzLXJvYWQtYWNjaWRlbnQtYWZ0ZXItY2FyLWRyaXZlcy10aG91Z2gtc3RvcC1zaWduLTI1MjI2MDItMjAyNC0wNC0wM9IBigFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2FtcC93b3JsZC9zdG9yeS9pbmRpYW4tb3JpZ2luLWdpcmwtZGVhZC1pbi11cy1yb2FkLWFjY2lkZW50LWFmdGVyLWNhci1kcml2ZXMtdGhvdWdoLXN0b3Atc2lnbi0yNTIyNjAyLTIwMjQtMDQtMDM?hl=en-IN&gl=IN&ceid=IN%3Aen
8 killed in road accident in MP's Indore,news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vaW5kaWEvbWFkaHlhLXByYWRlc2gvOC1raWxsZWQtaW4tcm9hZC1hY2NpZGVudC1pbi1tcHMtaW5kb3JlLTMwMjQ1MDnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
